label,relpath,format,header,width,height,mips
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\abtowe03_d.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\abtowe2_d.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\abtowe_d.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\abwpow_d.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\aspilo_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\aspilo_cockpit_D.dds,BC1_UNORM(DXT1),FourCC,256,256,9
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\aspilo_gun_d.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avapc_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avapc_cockpit_D.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avartl_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avcnst_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avfigh_D.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avhaul_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avheadlight00_d.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avhraz_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avland_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avltnk_d.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avmine_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avmuf_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avrckt_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avrecy_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avscav_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avscav_cockpit_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avslf_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avtank_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avtest_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avturr_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\avwalk_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bbbarr_d.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bbcom2_d.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bbcomm_d.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bbhqcp_d.dds,BC1_UNORM(DXT1),FourCC,1024,512,8
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bbsilo_d.dds,BC1_UNORM(DXT1),FourCC,4096,2048,10
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bbtowe_d.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\black.dds,BC1_UNORM(DXT1),FourCC,4,4,3
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bvapc_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bvartl_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bvhaul_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bvhraz_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bvltnk_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bvmine_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bvmuf_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bvraz_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bvrckt_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bvrecy_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bvscav_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bvslf_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bvtank_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bvturr_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\bvwalk_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\flat_n.dds,BC1_UNORM(DXT1),FourCC,4,4,3
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\sbbarr_d.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\sbcafe_d.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\sbhang_d.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\sbhqcp_d.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\sblpad_d.dds,BC1_UNORM(DXT1),FourCC,2048,1024,9
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\sblpow_d.dds,BC1_UNORM(DXT1),FourCC,2048,1024,9
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\sbmbld_d.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\sbshld_d.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\sbsilo_d.dds,BC1_UNORM(DXT1),FourCC,2048,1024,9
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\sbspow_d.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\sbsupp_d.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\sbtowe_d.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\sbwpow_d.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\soviet_units_cockpit_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\sspilo_D.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\sspilo_cockpit_D.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svapc_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svartl_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svcnst_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svfigh_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svhaul_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svheadlight00_d.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svhraz_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svltnk_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svmine_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svmuf_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svrckt_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svrecy_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svsav_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svscav_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svslf_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svtank_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svturr_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\DIFF\svwalk_D.dds,BC1_UNORM(DXT1),FourCC,1024,1024,11
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\Chrome_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\SBCOMM_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\abbarr_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\abcafe_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\abcomm_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\abhang_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\abhqcp_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\ablpad_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\ablpow_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\abmbld_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\abshld_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\absilo_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\abspow_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\abstor_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\absupp_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\abtowe02_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\abtowe03_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\abtowe2_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\abtowe_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\abwpow_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\aspilo_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\aspilo_cockpit_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\aspilo_gun_e.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avapc_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avapc_cockpit_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avartl_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avcnst_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avfigh_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avhaul_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avheadlight00_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avhraz_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avland_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avltnk_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avmine_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avmuf_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avrckt_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avrecy_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avscav_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avscav_cockpit_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avslf_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avtank_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avturr_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\avwalk_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bbbarr_e.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bbcom2_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bbcomm_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bbhang_e.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bbhqcp_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bbsilo_e.dds,BC1_UNORM(DXT1),FourCC,4096,2048,13
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bbtowe_e.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bvapc_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bvartl_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bvhaul_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bvhraz_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bvltnk_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bvmine_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bvmuf_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bvraz_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bvrckt_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bvrecy_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bvscav_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bvslf_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bvtank_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bvturr_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\bvwalk_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\sbbarr_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\sbcafe_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\sbhang_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\sbhqcp_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\sblpad_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\sblpow_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\sbmbld_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\sbshld_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\sbsilo_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\sbspow_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\sbsupp_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\sbtowe_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\sbwpow_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\soviet_unit_cockpit_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\soviet_units_cockpit_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\sspilo_cockpit_E.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\svapc_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\svartl_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\svcnst_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\svfigh_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\svhaul_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\svheadlight00_e.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\svhraz_E.dds,BC1_UNORM(DXT1),FourCC,4096,4096,13
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\svltnk_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\svmine_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\svmuf_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\svrckt_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\svrecy_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\svsav_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\svscav_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\svslf_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\svtank_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\EMIS\svwalk_E.dds,BC1_UNORM(DXT1),FourCC,512,512,10
BZR_STOCK,BZ_ASSETS\pc\textures\MISC_DDS\DDS_NORM\boltmine00_NRM.dds,BC1_UNORM(DXT1),FourCC,1024,1024,0
BZR_STOCK,BZ_ASSETS\pc\textures\MISC_DDS\DDS_NORM\hbcerb00_n.dds,BC1_UNORM(DXT1),FourCC,2048,2048,0
BZR_STOCK,BZ_ASSETS\pc\textures\MISC_DDS\HBFACT00.dds,BC1_UNORM(DXT1),FourCC,256,256,9
BZR_STOCK,BZ_ASSETS\pc\textures\MISC_DDS\HBFACT00_d.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\MISC_DDS\HBFACT00_e.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\MISC_DDS\HBFACT00_s.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\MISC_DDS\Hvsav00.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\MISC_DDS\Hvsav00_d.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\MISC_DDS\Hvsav00_e.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
BZR_STOCK,BZ_ASSETS\pc\textures\MISC_DDS\Hvsav00_s.dds,BC1_UNORM(DXT1),FourCC,2048,2048,12
