label,relpath,format,header,width,height,mips
BZCC,bz2r_res\baked\Effects\Textures\flame.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\Effects\Textures\flame2.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\Effects\Textures\flare.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\Effects\Textures\godlight1.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\Effects\Textures\godlight2.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\Effects\Textures\ion.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\Effects\Textures\ionflash.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\Effects\Textures\lightflare.dds,BC1_UNORM_SRGB,DX10,512,512,10
BZCC,bz2r_res\baked\Effects\Textures\lighthalo.dds,BC1_UNORM_SRGB,DX10,512,512,10
BZCC,bz2r_res\baked\Effects\Textures\particle.dds,BC1_UNORM_SRGB,DX10,512,512,10
BZCC,bz2r_res\baked\Effects\Textures\plascore.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\Effects\Textures\plasma.dds,BC1_UNORM_SRGB,DX10,512,512,10
BZCC,bz2r_res\baked\Effects\Textures\plasmahitcore.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\Effects\Textures\plasmahitcore2.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\Effects\Textures\ring.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\Effects\Textures\sflash.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\Effects\Textures\sonicboom.dds,BC1_UNORM_SRGB,DX10,512,512,10
BZCC,bz2r_res\baked\Effects\Textures\sonictrail.dds,BC1_UNORM_SRGB,DX10,512,512,10
BZCC,bz2r_res\baked\Effects\Textures\spark.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\Effects\Textures\spark2.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\Effects\Textures\static.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\Effects\Textures\trail.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\Effects\Textures\trail2.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\Effects\Textures\twin.dds,BC1_UNORM_SRGB,DX10,128,128,8
BZCC,bz2r_res\baked\Effects\Textures\vsmoke.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\Effects\Textures\vsmoke2.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\Effects\Textures\vsmoke_conetex.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\Effects\Textures\vsmoke_interface.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\Effects\Textures\vsmoke_selectiondisplay.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\Effects\Textures\wasplat.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\Effects\Textures\wave.dds,BC1_UNORM_SRGB,DX10,512,512,10
BZCC,bz2r_res\baked\Effects\Textures\wsplat.dds,BC1_UNORM_SRGB,DX10,512,512,10
BZCC,bz2r_res\baked\Effects\Textures\xplcore.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\Effects\flash.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\HUD\ihrad00.dds,BC1_UNORM_SRGB,DX10,512,512,10
BZCC,bz2r_res\baked\ISDF\Pilot\Textures\ispilo00.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\ISDF\Pilot\Textures\ispilo00_d.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\Pilot\Textures\ispilo00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\Pilot\Textures\ispiloc0.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\ISDF\Weapons\Textures\appod00.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\Weapons\Textures\appod00_s.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\Weapons\Textures\appowr00.dds,BC1_UNORM_SRGB,DX10,128,128,8
BZCC,bz2r_res\baked\ISDF\Weapons\Textures\iordnance00.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\ISDF\Weapons\Textures\iordnance00_e.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\ISDF\Weapons\Textures\iwbazo00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\Weapons\Textures\iwbazo00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\Weapons\Textures\iwbazo00_s.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\Weapons\Textures\iwrifl00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\Weapons\Textures\iwrifl00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\Weapons\Textures\iwrifl00_s.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\Weapons\Textures\iwrifl01.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\ISDF\Weapons\Textures\iwsatc00.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibbomb00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibbomb00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibbrdg00.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibbrdg01.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibextf00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibextf01.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibextf03.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibextf03_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibexts00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibexts00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibextw01.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibextw02.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibextw02_c.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibextw02_e.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibfact00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibfact00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibgtow00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibgtow00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibgtow01.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibgtow01_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibintc00.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibintf00.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibintw00.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibintw00_e.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibintw01.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibintw01_e.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibisdf00.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibisdf00_e.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibisdf01.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibisdf01_c.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibisdf01_e.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibsbay00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibsbay00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibstair00.dds,BC1_UNORM_SRGB,DX10,512,512,10
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibtech00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibtech00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibtrain00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ibtrain00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\buildings\textures\ioface00.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ioface00_e.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ioface01.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ioface01_e.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ioface02.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ioface02_e.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ioface03.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ioface03_e.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ioflag00.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\buildings\textures\ioflag00_c.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\vehicles\textures\iechunks.dds,BC1_UNORM_SRGB,DX10,512,512,10
BZCC,bz2r_res\baked\ISDF\vehicles\textures\iechunks_e.dds,BC1_UNORM_SRGB,DX10,512,512,10
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivapc00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivapc00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivatank00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivatank00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivatank01.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivatank01_e.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivbomb00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivbomb00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivbsub00.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivbsub01.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcarr00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcarr00_c.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcarr00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcarr01.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcarr01_c.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcarr01_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcarr02.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcarr02_c.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcarr02_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcarrx0.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcarrx0_c.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcarrx1.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcarrx1_c.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcarrx2.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcarrx2_c.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcock00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcock00_c.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcock00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcons00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivcons00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop01.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop01_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop02.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop02_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop03.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop03_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop04.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop04_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop05.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop05_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop06.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop06_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop07.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop07_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop08.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivdrop08_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivmbik00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivmbik00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivmisl00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivmisl00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivrckt00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivrckt00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivrecy00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivrecy00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivrecy01.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivrecy01_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivrecy02.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivrecy02_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivrecy03.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivrecy03_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivscav00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivscav00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivscav01.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivscav01_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivscav02.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivscav02_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivscav02_s.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivscav03.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivscav03_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivscav04.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivscav04_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivscou00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivscou00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivserv00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivserv00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivssub00.dds,BC1_UNORM_SRGB,DX10,256,256,9
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivstas00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivstas00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivtank00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivtank00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivtug00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivtug00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivturr00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivturr00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivwalk00.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\ivwalk00_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\ISDF\vehicles\textures\tread.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\Scion\Buildings\Textures\ScionLung_e.dds,BC1_UNORM_SRGB,DX10,512,512,10
BZCC,bz2r_res\baked\Scion\Buildings\Textures\fbantenna01_s.dds,BC1_UNORM_SRGB,DX10,1024,1024,11
BZCC,bz2r_res\baked\Scion\Buildings\Textures\fbextf01_c.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\Scion\Buildings\Textures\fbextf01_d.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\Scion\Buildings\Textures\fbextf01_e.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
BZCC,bz2r_res\baked\Scion\Buildings\Textures\fbextf01_s.dds,BC1_UNORM_SRGB,DX10,2048,2048,12
